selection_label,selection_type,layout_signature,seed,rank,sku_id,sku_class,class_index,global_sku_index,demand_weight,pallets_per_sku,representative_access_pallets,reserve_pallets,representative_slot_id,row,col,level,block_id,block_size,access_type,access_side_count,access_sides,effective_access_side,effective_pick_face_row,effective_pick_face_col,effective_depth,horizontal_access_distance,vertical_level,normalized_distance,normalized_depth,normalized_level,slot_cost,representative_assignment_rule,representative_level_preference_met,representative_depth_preference_met,representative_assignment_status,representative_assignment_warning
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_C036,C,36,86,0.001,4,1,3,L1__r24__c25__l7,24,25,7,5,119,two_sided,2,"N,S",N,21,25,4,27,7,0.490909091,0.75,1,2.240909091,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_C037,C,37,87,0.001,4,1,3,L1__r25__c30__l7,25,30,7,5,119,two_sided,2,"N,S",S,28,30,4,27,7,0.490909091,0.75,1,2.240909091,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_C038,C,38,88,0.001,4,1,3,L1__r24__c24__l7,24,24,7,5,119,two_sided,2,"N,S",N,21,24,4,26,7,0.472727273,0.75,1,2.222727273,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_C039,C,39,89,0.001,4,1,3,L1__r25__c29__l7,25,29,7,5,119,two_sided,2,"N,S",S,28,29,4,26,7,0.472727273,0.75,1,2.222727273,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_C040,C,40,90,0.001,4,1,3,L1__r24__c23__l7,24,23,7,5,119,two_sided,2,"N,S",N,21,23,4,25,7,0.454545455,0.75,1,2.204545455,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_C041,C,41,91,0.001,4,1,3,L1__r25__c28__l7,25,28,7,5,119,two_sided,2,"N,S",S,28,28,4,25,7,0.454545455,0.75,1,2.204545455,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_C042,C,42,92,0.001,4,1,3,L1__r35__c26__l7,35,26,7,7,89,two_sided,2,"N,S",N,33,25,4,25,7,0.454545455,0.75,1,2.204545455,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_C043,C,43,93,0.001,4,1,3,L1__r24__c22__l7,24,22,7,5,119,two_sided,2,"N,S",N,21,22,4,24,7,0.436363636,0.75,1,2.186363636,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_C044,C,44,94,0.001,4,1,3,L1__r25__c27__l7,25,27,7,5,119,two_sided,2,"N,S",S,28,27,4,24,7,0.436363636,0.75,1,2.186363636,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_C045,C,45,95,0.001,4,1,3,L1__r24__c21__l7,24,21,7,5,119,two_sided,2,"N,S",N,21,21,4,23,7,0.418181818,0.75,1,2.168181818,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_C046,C,46,96,0.001,4,1,3,L1__r25__c26__l7,25,26,7,5,119,two_sided,2,"N,S",S,28,26,4,23,7,0.418181818,0.75,1,2.168181818,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_C047,C,47,97,0.001,4,1,3,L1__r24__c20__l7,24,20,7,5,119,two_sided,2,"N,S",N,21,20,4,22,7,0.4,0.75,1,2.15,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_C048,C,48,98,0.001,4,1,3,L1__r25__c25__l7,25,25,7,5,119,two_sided,2,"N,S",S,28,25,4,22,7,0.4,0.75,1,2.15,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_C049,C,49,99,0.001,4,1,3,L1__r24__c19__l7,24,19,7,5,119,two_sided,2,"N,S",N,21,19,4,21,7,0.381818182,0.75,1,2.131818182,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_C050,C,50,100,0.001,4,1,3,L1__r25__c24__l7,25,24,7,5,119,two_sided,2,"N,S",S,28,24,4,21,7,0.381818182,0.75,1,2.131818182,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_A001,A,1,1,0.04,7,1,6,L2__r1__c13__l0,1,13,0,1,36,two_sided,2,"E,W",W,1,13,1,4,0,0.072727273,0,0,0.072727273,A_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_A002,A,2,2,0.04,7,1,6,L2__r2__c13__l0,2,13,0,1,36,two_sided,2,"E,W",W,2,13,1,4,0,0.072727273,0,0,0.072727273,A_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_A003,A,3,3,0.04,7,1,6,L2__r3__c13__l0,3,13,0,1,36,two_sided,2,"E,W",W,3,13,1,4,0,0.072727273,0,0,0.072727273,A_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_A004,A,4,4,0.04,7,1,6,L2__r4__c13__l0,4,13,0,1,36,two_sided,2,"E,W",W,4,13,1,4,0,0.072727273,0,0,0.072727273,A_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_A005,A,5,5,0.04,7,1,6,L2__r5__c13__l0,5,13,0,1,36,two_sided,2,"E,W",W,5,13,1,4,0,0.072727273,0,0,0.072727273,A_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_A006,A,6,6,0.04,7,1,6,L2__r6__c13__l0,6,13,0,1,36,two_sided,2,"E,W",W,6,13,1,4,0,0.072727273,0,0,0.072727273,A_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_A007,A,7,7,0.04,7,1,6,L2__r11__c13__l0,11,13,0,4,84,two_sided,2,"N,S",N,11,13,1,5,0,0.090909091,0,0,0.090909091,A_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_A008,A,8,8,0.04,7,1,6,L2__r14__c13__l0,14,13,0,4,84,two_sided,2,"N,S",S,14,13,1,5,0,0.090909091,0,0,0.090909091,A_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_A009,A,9,9,0.04,7,1,6,L2__r19__c13__l0,19,13,0,5,82,two_sided,2,"N,S",N,19,13,1,5,0,0.090909091,0,0,0.090909091,A_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_A010,A,10,10,0.04,7,1,6,L2__r11__c14__l0,11,14,0,4,84,two_sided,2,"N,S",N,11,14,1,6,0,0.109090909,0,0,0.109090909,A_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_A011,A,11,11,0.04,7,1,6,L2__r14__c14__l0,14,14,0,4,84,two_sided,2,"N,S",S,14,14,1,6,0,0.109090909,0,0,0.109090909,A_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_A012,A,12,12,0.04,7,1,6,L2__r19__c14__l0,19,14,0,5,82,two_sided,2,"N,S",N,19,14,1,6,0,0.109090909,0,0,0.109090909,A_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_A013,A,13,13,0.04,7,1,6,L2__r22__c14__l0,22,14,0,5,82,two_sided,2,"N,S",S,22,14,1,6,0,0.109090909,0,0,0.109090909,A_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_A014,A,14,14,0.04,7,1,6,L2__r27__c13__l0,27,13,0,6,166,two_sided,2,"N,S",N,27,13,1,7,0,0.127272727,0,0,0.127272727,A_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_A015,A,15,15,0.04,7,1,6,L2__r11__c15__l0,11,15,0,4,84,two_sided,2,"N,S",N,11,15,1,7,0,0.127272727,0,0,0.127272727,A_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_A016,A,16,16,0.04,7,1,6,L2__r14__c15__l0,14,15,0,4,84,two_sided,2,"N,S",S,14,15,1,7,0,0.127272727,0,0,0.127272727,A_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_A017,A,17,17,0.04,7,1,6,L2__r19__c15__l0,19,15,0,5,82,two_sided,2,"N,S",N,19,15,1,7,0,0.127272727,0,0,0.127272727,A_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_A018,A,18,18,0.04,7,1,6,L2__r22__c15__l0,22,15,0,5,82,two_sided,2,"N,S",S,22,15,1,7,0,0.127272727,0,0,0.127272727,A_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_A019,A,19,19,0.04,7,1,6,L2__r27__c14__l0,27,14,0,6,166,two_sided,2,"N,S",N,27,14,1,8,0,0.145454545,0,0,0.145454545,A_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_A020,A,20,20,0.04,7,1,6,L2__r11__c16__l0,11,16,0,4,84,two_sided,2,"N,S",N,11,16,1,8,0,0.145454545,0,0,0.145454545,A_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_B001,B,1,21,0.005,15,1,14,L2__r14__c16__l0,14,16,0,4,84,two_sided,2,"N,S",S,14,16,1,8,0,0.145454545,0,0,0.145454545,B_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_B002,B,2,22,0.005,15,1,14,L2__r19__c16__l0,19,16,0,5,82,two_sided,2,"N,S",N,19,16,1,8,0,0.145454545,0,0,0.145454545,B_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_B003,B,3,23,0.005,15,1,14,L2__r22__c16__l0,22,16,0,5,82,two_sided,2,"N,S",S,22,16,1,8,0,0.145454545,0,0,0.145454545,B_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_B004,B,4,24,0.005,15,1,14,L2__r27__c15__l0,27,15,0,6,166,two_sided,2,"N,S",N,27,15,1,9,0,0.163636364,0,0,0.163636364,B_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_B005,B,5,25,0.005,15,1,14,L2__r11__c17__l0,11,17,0,4,84,two_sided,2,"N,S",N,11,17,1,9,0,0.163636364,0,0,0.163636364,B_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_B006,B,6,26,0.005,15,1,14,L2__r14__c17__l0,14,17,0,4,84,two_sided,2,"N,S",S,14,17,1,9,0,0.163636364,0,0,0.163636364,B_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_B007,B,7,27,0.005,15,1,14,L2__r19__c17__l0,19,17,0,5,82,two_sided,2,"N,S",N,19,17,1,9,0,0.163636364,0,0,0.163636364,B_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_B008,B,8,28,0.005,15,1,14,L2__r22__c17__l0,22,17,0,5,82,two_sided,2,"N,S",S,22,17,1,9,0,0.163636364,0,0,0.163636364,B_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_B009,B,9,29,0.005,15,1,14,L2__r27__c16__l0,27,16,0,6,166,two_sided,2,"N,S",N,27,16,1,10,0,0.181818182,0,0,0.181818182,B_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_B010,B,10,30,0.005,15,1,14,L2__r11__c18__l0,11,18,0,4,84,two_sided,2,"N,S",N,11,18,1,10,0,0.181818182,0,0,0.181818182,B_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_B011,B,11,31,0.005,15,1,14,L2__r14__c18__l0,14,18,0,4,84,two_sided,2,"N,S",S,14,18,1,10,0,0.181818182,0,0,0.181818182,B_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_B012,B,12,32,0.005,15,1,14,L2__r19__c18__l0,19,18,0,5,82,two_sided,2,"N,S",N,19,18,1,10,0,0.181818182,0,0,0.181818182,B_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_B013,B,13,33,0.005,15,1,14,L2__r22__c18__l0,22,18,0,5,82,two_sided,2,"N,S",S,22,18,1,10,0,0.181818182,0,0,0.181818182,B_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_B014,B,14,34,0.005,15,1,14,L2__r27__c17__l0,27,17,0,6,166,two_sided,2,"N,S",N,27,17,1,11,0,0.2,0,0,0.2,B_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_B015,B,15,35,0.005,15,1,14,L2__r11__c19__l0,11,19,0,4,84,two_sided,2,"N,S",N,11,19,1,11,0,0.2,0,0,0.2,B_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_B016,B,16,36,0.005,15,1,14,L2__r14__c19__l0,14,19,0,4,84,two_sided,2,"N,S",S,14,19,1,11,0,0.2,0,0,0.2,B_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_B017,B,17,37,0.005,15,1,14,L2__r19__c19__l0,19,19,0,5,82,two_sided,2,"N,S",N,19,19,1,11,0,0.2,0,0,0.2,B_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_B018,B,18,38,0.005,15,1,14,L2__r22__c19__l0,22,19,0,5,82,two_sided,2,"N,S",S,22,19,1,11,0,0.2,0,0,0.2,B_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_B019,B,19,39,0.005,15,1,14,L2__r1__c13__l1,1,13,1,1,36,two_sided,2,"E,W",W,1,13,1,4,1,0.072727273,0,0.142857143,0.215584416,B_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_B020,B,20,40,0.005,15,1,14,L2__r2__c13__l1,2,13,1,1,36,two_sided,2,"E,W",W,2,13,1,4,1,0.072727273,0,0.142857143,0.215584416,B_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_B021,B,21,41,0.005,15,1,14,L2__r3__c13__l1,3,13,1,1,36,two_sided,2,"E,W",W,3,13,1,4,1,0.072727273,0,0.142857143,0.215584416,B_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_B022,B,22,42,0.005,15,1,14,L2__r4__c13__l1,4,13,1,1,36,two_sided,2,"E,W",W,4,13,1,4,1,0.072727273,0,0.142857143,0.215584416,B_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_B023,B,23,43,0.005,15,1,14,L2__r5__c13__l1,5,13,1,1,36,two_sided,2,"E,W",W,5,13,1,4,1,0.072727273,0,0.142857143,0.215584416,B_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_B024,B,24,44,0.005,15,1,14,L2__r6__c13__l1,6,13,1,1,36,two_sided,2,"E,W",W,6,13,1,4,1,0.072727273,0,0.142857143,0.215584416,B_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_B025,B,25,45,0.005,15,1,14,L2__r27__c18__l0,27,18,0,6,166,two_sided,2,"N,S",N,27,18,1,12,0,0.218181818,0,0,0.218181818,B_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_B026,B,26,46,0.005,15,1,14,L2__r11__c20__l0,11,20,0,4,84,two_sided,2,"N,S",N,11,20,1,12,0,0.218181818,0,0,0.218181818,B_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_B027,B,27,47,0.005,15,1,14,L2__r14__c20__l0,14,20,0,4,84,two_sided,2,"N,S",S,14,20,1,12,0,0.218181818,0,0,0.218181818,B_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_B028,B,28,48,0.005,15,1,14,L2__r19__c20__l0,19,20,0,5,82,two_sided,2,"N,S",N,19,20,1,12,0,0.218181818,0,0,0.218181818,B_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_B029,B,29,49,0.005,15,1,14,L2__r22__c20__l0,22,20,0,5,82,two_sided,2,"N,S",S,22,20,1,12,0,0.218181818,0,0,0.218181818,B_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_B030,B,30,50,0.005,15,1,14,L2__r6__c18__l0,6,18,0,1,36,two_sided,2,"E,W",E,6,18,1,12,0,0.218181818,0,0,0.218181818,B_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_C001,C,1,51,0.001,4,1,3,L2__r56__c18__l7,56,18,7,8,110,two_sided,2,"E,W",E,56,22,5,47,7,0.854545455,1,1,2.854545455,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_C002,C,2,52,0.001,4,1,3,L2__r55__c18__l7,55,18,7,8,110,two_sided,2,"E,W",E,55,22,5,46,7,0.836363636,1,1,2.836363636,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_C003,C,3,53,0.001,4,1,3,L2__r54__c18__l7,54,18,7,8,110,two_sided,2,"E,W",E,54,22,5,45,7,0.818181818,1,1,2.818181818,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_C004,C,4,54,0.001,4,1,3,L2__r53__c18__l7,53,18,7,8,110,two_sided,2,"E,W",E,53,22,5,44,7,0.8,1,1,2.8,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_C005,C,5,55,0.001,4,1,3,L2__r52__c18__l7,52,18,7,8,110,two_sided,2,"E,W",E,52,22,5,43,7,0.781818182,1,1,2.781818182,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_C006,C,6,56,0.001,4,1,3,L2__r51__c18__l7,51,18,7,8,110,two_sided,2,"E,W",E,51,22,5,42,7,0.763636364,1,1,2.763636364,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_C007,C,7,57,0.001,4,1,3,L2__r50__c18__l7,50,18,7,8,110,two_sided,2,"E,W",E,50,22,5,41,7,0.745454545,1,1,2.745454545,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_C008,C,8,58,0.001,4,1,3,L2__r49__c18__l7,49,18,7,8,110,two_sided,2,"E,W",E,49,22,5,40,7,0.727272727,1,1,2.727272727,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_C009,C,9,59,0.001,4,1,3,L2__r48__c18__l7,48,18,7,8,110,two_sided,2,"E,W",E,48,22,5,39,7,0.709090909,1,1,2.709090909,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_C010,C,10,60,0.001,4,1,3,L2__r47__c18__l7,47,18,7,8,110,two_sided,2,"E,W",E,47,22,5,38,7,0.690909091,1,1,2.690909091,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_C011,C,11,61,0.001,4,1,3,L2__r46__c18__l7,46,18,7,8,110,two_sided,2,"E,W",E,46,22,5,37,7,0.672727273,1,1,2.672727273,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_C012,C,12,62,0.001,4,1,3,L2__r56__c17__l7,56,17,7,8,110,two_sided,2,"E,W",W,56,13,5,36,7,0.654545455,1,1,2.654545455,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_C013,C,13,63,0.001,4,1,3,L2__r55__c17__l7,55,17,7,8,110,two_sided,2,"E,W",W,55,13,5,35,7,0.636363636,1,1,2.636363636,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_C014,C,14,64,0.001,4,1,3,L2__r54__c17__l7,54,17,7,8,110,two_sided,2,"E,W",W,54,13,5,34,7,0.618181818,1,1,2.618181818,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_C015,C,15,65,0.001,4,1,3,L2__r53__c17__l7,53,17,7,8,110,two_sided,2,"E,W",W,53,13,5,33,7,0.6,1,1,2.6,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_C016,C,16,66,0.001,4,1,3,L2__r52__c17__l7,52,17,7,8,110,two_sided,2,"E,W",W,52,13,5,32,7,0.581818182,1,1,2.581818182,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_C017,C,17,67,0.001,4,1,3,L2__r51__c17__l7,51,17,7,8,110,two_sided,2,"E,W",W,51,13,5,31,7,0.563636364,1,1,2.563636364,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_C018,C,18,68,0.001,4,1,3,L2__r50__c17__l7,50,17,7,8,110,two_sided,2,"E,W",W,50,13,5,30,7,0.545454545,1,1,2.545454545,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_C019,C,19,69,0.001,4,1,3,L2__r49__c17__l7,49,17,7,8,110,two_sided,2,"E,W",W,49,13,5,29,7,0.527272727,1,1,2.527272727,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_C020,C,20,70,0.001,4,1,3,L2__r48__c17__l7,48,17,7,8,110,two_sided,2,"E,W",W,48,13,5,28,7,0.509090909,1,1,2.509090909,C_representative_deterministic_sort,TRUE,TRUE,assigned,
L2,deep-block / reserve-oriented,76cdc821160b1fd8a5952575af463e70cb84ba4e,120,3,SKU_C021,C,21,71,0.001,4,1,3,L2__r47__c17__l7,47,17,7,8,110,two_sided,2,"E,W",W,47,13,5,27,7,0.490909091,1,1,2.490909091,C_representative_deterministic_sort,TRUE,TRUE,assigned,
