selection_label,selection_type,layout_signature,seed,rank,sku_id,sku_class,class_index,global_sku_index,demand_weight,pallets_per_sku,reserve_pallets,reserve_pallet_index,reserve_slot_id,row,col,level,block_id,block_size,access_type,access_side_count,access_sides,effective_access_side,effective_pick_face_row,effective_pick_face_col,effective_depth,horizontal_access_distance,vertical_level,normalized_distance,normalized_depth,normalized_level,slot_cost,representative_slot_id,representative_block_id,representative_effective_access_side,same_block_as_representative,same_side_as_representative,reserve_group_id,reserve_assignment_rule,reserve_level_preference_met,reserve_depth_preference_met,reserve_assignment_status,reserve_assignment_warning
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B022,B,22,42,0.005,15,14,2,L1__r56__c13__l0,56,13,0,6,51,two_sided,2,"E,W",W,56,13,1,36,0,0.654545455,0,0,0.654545455,L1__r15__c13__l1,1,W,FALSE,TRUE,L1__block6__sideW__depth1__level0,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B022,B,22,42,0.005,15,14,3,L1__r33__c13__l3,33,13,3,6,51,two_sided,2,"E,W",W,33,13,1,13,3,0.236363636,0,0.428571429,0.664935065,L1__r15__c13__l1,1,W,FALSE,TRUE,L1__block6__sideW__depth1__level3,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B022,B,22,42,0.005,15,14,4,L1__r41__c13__l2,41,13,2,6,51,two_sided,2,"E,W",W,41,13,1,21,2,0.381818182,0,0.285714286,0.667532468,L1__r15__c13__l1,1,W,FALSE,TRUE,L1__block6__sideW__depth1__level2,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B022,B,22,42,0.005,15,14,5,L1__r49__c13__l1,49,13,1,6,51,two_sided,2,"E,W",W,49,13,1,29,1,0.527272727,0,0.142857143,0.67012987,L1__r15__c13__l1,1,W,FALSE,TRUE,L1__block6__sideW__depth1__level1,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B022,B,22,42,0.005,15,14,6,L1__r3__c19__l0,3,19,0,2,64,two_sided,2,"E,W",W,3,19,1,37,0,0.672727273,0,0,0.672727273,L1__r15__c13__l1,1,W,FALSE,TRUE,L1__block2__sideW__depth1__level0,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B022,B,22,42,0.005,15,14,7,L1__r51__c19__l0,51,19,0,9,24,two_sided,2,"E,W",W,51,19,1,37,0,0.672727273,0,0,0.672727273,L1__r15__c13__l1,1,W,FALSE,TRUE,L1__block9__sideW__depth1__level0,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B022,B,22,42,0.005,15,14,8,L1__r42__c13__l2,42,13,2,6,51,two_sided,2,"E,W",W,42,13,1,22,2,0.4,0,0.285714286,0.685714286,L1__r15__c13__l1,1,W,FALSE,TRUE,L1__block6__sideW__depth1__level2,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B022,B,22,42,0.005,15,14,9,L1__r50__c13__l1,50,13,1,6,51,two_sided,2,"E,W",W,50,13,1,30,1,0.545454545,0,0.142857143,0.688311688,L1__r15__c13__l1,1,W,FALSE,TRUE,L1__block6__sideW__depth1__level1,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B022,B,22,42,0.005,15,14,10,L1__r2__c19__l0,2,19,0,2,64,two_sided,2,"E,W",W,2,19,1,38,0,0.690909091,0,0,0.690909091,L1__r15__c13__l1,1,W,FALSE,TRUE,L1__block2__sideW__depth1__level0,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B022,B,22,42,0.005,15,14,11,L1__r52__c19__l0,52,19,0,9,24,two_sided,2,"E,W",W,52,19,1,38,0,0.690909091,0,0,0.690909091,L1__r15__c13__l1,1,W,FALSE,TRUE,L1__block9__sideW__depth1__level0,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B022,B,22,42,0.005,15,14,12,L1__r35__c13__l3,35,13,3,6,51,two_sided,2,"E,W",W,35,13,1,15,3,0.272727273,0,0.428571429,0.701298701,L1__r15__c13__l1,1,W,FALSE,TRUE,L1__block6__sideW__depth1__level3,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B022,B,22,42,0.005,15,14,13,L1__r43__c13__l2,43,13,2,6,51,two_sided,2,"E,W",W,43,13,1,23,2,0.418181818,0,0.285714286,0.703896104,L1__r15__c13__l1,1,W,FALSE,TRUE,L1__block6__sideW__depth1__level2,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B022,B,22,42,0.005,15,14,14,L1__r51__c13__l1,51,13,1,6,51,two_sided,2,"E,W",W,51,13,1,31,1,0.563636364,0,0.142857143,0.706493506,L1__r15__c13__l1,1,W,FALSE,TRUE,L1__block6__sideW__depth1__level1,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B023,B,23,43,0.005,15,14,1,L1__r1__c19__l0,1,19,0,2,64,two_sided,2,"E,W",W,1,19,1,39,0,0.709090909,0,0,0.709090909,L1__r16__c13__l1,1,W,FALSE,TRUE,L1__block2__sideW__depth1__level0,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B023,B,23,43,0.005,15,14,2,L1__r53__c19__l0,53,19,0,9,24,two_sided,2,"E,W",W,53,19,1,39,0,0.709090909,0,0,0.709090909,L1__r16__c13__l1,1,W,FALSE,TRUE,L1__block9__sideW__depth1__level0,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B023,B,23,43,0.005,15,14,3,L1__r36__c13__l3,36,13,3,6,51,two_sided,2,"E,W",W,36,13,1,16,3,0.290909091,0,0.428571429,0.719480519,L1__r16__c13__l1,1,W,FALSE,TRUE,L1__block6__sideW__depth1__level3,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B023,B,23,43,0.005,15,14,4,L1__r44__c13__l2,44,13,2,6,51,two_sided,2,"E,W",W,44,13,1,24,2,0.436363636,0,0.285714286,0.722077922,L1__r16__c13__l1,1,W,FALSE,TRUE,L1__block6__sideW__depth1__level2,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B023,B,23,43,0.005,15,14,5,L1__r8__c19__l1,8,19,1,2,64,two_sided,2,"E,W",W,8,19,1,32,1,0.581818182,0,0.142857143,0.724675325,L1__r16__c13__l1,1,W,FALSE,TRUE,L1__block2__sideW__depth1__level1,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B023,B,23,43,0.005,15,14,6,L1__r52__c13__l1,52,13,1,6,51,two_sided,2,"E,W",W,52,13,1,32,1,0.581818182,0,0.142857143,0.724675325,L1__r16__c13__l1,1,W,FALSE,TRUE,L1__block6__sideW__depth1__level1,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B023,B,23,43,0.005,15,14,7,L1__r54__c19__l0,54,19,0,9,24,two_sided,2,"E,W",W,54,19,1,40,0,0.727272727,0,0,0.727272727,L1__r16__c13__l1,1,W,FALSE,TRUE,L1__block9__sideW__depth1__level0,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B023,B,23,43,0.005,15,14,8,L1__r37__c13__l3,37,13,3,6,51,two_sided,2,"E,W",W,37,13,1,17,3,0.309090909,0,0.428571429,0.737662338,L1__r16__c13__l1,1,W,FALSE,TRUE,L1__block6__sideW__depth1__level3,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B023,B,23,43,0.005,15,14,9,L1__r45__c13__l2,45,13,2,6,51,two_sided,2,"E,W",W,45,13,1,25,2,0.454545455,0,0.285714286,0.74025974,L1__r16__c13__l1,1,W,FALSE,TRUE,L1__block6__sideW__depth1__level2,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B023,B,23,43,0.005,15,14,10,L1__r7__c19__l1,7,19,1,2,64,two_sided,2,"E,W",W,7,19,1,33,1,0.6,0,0.142857143,0.742857143,L1__r16__c13__l1,1,W,FALSE,TRUE,L1__block2__sideW__depth1__level1,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B023,B,23,43,0.005,15,14,11,L1__r53__c13__l1,53,13,1,6,51,two_sided,2,"E,W",W,53,13,1,33,1,0.6,0,0.142857143,0.742857143,L1__r16__c13__l1,1,W,FALSE,TRUE,L1__block6__sideW__depth1__level1,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B023,B,23,43,0.005,15,14,12,L1__r55__c19__l0,55,19,0,9,24,two_sided,2,"E,W",W,55,19,1,41,0,0.745454545,0,0,0.745454545,L1__r16__c13__l1,1,W,FALSE,TRUE,L1__block9__sideW__depth1__level0,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B023,B,23,43,0.005,15,14,13,L1__r38__c13__l3,38,13,3,6,51,two_sided,2,"E,W",W,38,13,1,18,3,0.327272727,0,0.428571429,0.755844156,L1__r16__c13__l1,1,W,FALSE,TRUE,L1__block6__sideW__depth1__level3,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B023,B,23,43,0.005,15,14,14,L1__r46__c13__l2,46,13,2,6,51,two_sided,2,"E,W",W,46,13,1,26,2,0.472727273,0,0.285714286,0.758441558,L1__r16__c13__l1,1,W,FALSE,TRUE,L1__block6__sideW__depth1__level2,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B024,B,24,44,0.005,15,14,1,L1__r6__c19__l1,6,19,1,2,64,two_sided,2,"E,W",W,6,19,1,34,1,0.618181818,0,0.142857143,0.761038961,L1__r17__c13__l1,1,W,FALSE,TRUE,L1__block2__sideW__depth1__level1,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B024,B,24,44,0.005,15,14,2,L1__r54__c13__l1,54,13,1,6,51,two_sided,2,"E,W",W,54,13,1,34,1,0.618181818,0,0.142857143,0.761038961,L1__r17__c13__l1,1,W,FALSE,TRUE,L1__block6__sideW__depth1__level1,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B024,B,24,44,0.005,15,14,3,L1__r56__c19__l0,56,19,0,9,24,two_sided,2,"E,W",W,56,19,1,42,0,0.763636364,0,0,0.763636364,L1__r17__c13__l1,1,W,FALSE,TRUE,L1__block9__sideW__depth1__level0,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B024,B,24,44,0.005,15,14,4,L1__r39__c13__l3,39,13,3,6,51,two_sided,2,"E,W",W,39,13,1,19,3,0.345454545,0,0.428571429,0.774025974,L1__r17__c13__l1,1,W,FALSE,TRUE,L1__block6__sideW__depth1__level3,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B024,B,24,44,0.005,15,14,5,L1__r47__c13__l2,47,13,2,6,51,two_sided,2,"E,W",W,47,13,1,27,2,0.490909091,0,0.285714286,0.776623377,L1__r17__c13__l1,1,W,FALSE,TRUE,L1__block6__sideW__depth1__level2,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B024,B,24,44,0.005,15,14,6,L1__r5__c19__l1,5,19,1,2,64,two_sided,2,"E,W",W,5,19,1,35,1,0.636363636,0,0.142857143,0.779220779,L1__r17__c13__l1,1,W,FALSE,TRUE,L1__block2__sideW__depth1__level1,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B024,B,24,44,0.005,15,14,7,L1__r55__c13__l1,55,13,1,6,51,two_sided,2,"E,W",W,55,13,1,35,1,0.636363636,0,0.142857143,0.779220779,L1__r17__c13__l1,1,W,FALSE,TRUE,L1__block6__sideW__depth1__level1,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B024,B,24,44,0.005,15,14,8,L1__r40__c13__l3,40,13,3,6,51,two_sided,2,"E,W",W,40,13,1,20,3,0.363636364,0,0.428571429,0.792207792,L1__r17__c13__l1,1,W,FALSE,TRUE,L1__block6__sideW__depth1__level3,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B024,B,24,44,0.005,15,14,9,L1__r48__c13__l2,48,13,2,6,51,two_sided,2,"E,W",W,48,13,1,28,2,0.509090909,0,0.285714286,0.794805195,L1__r17__c13__l1,1,W,FALSE,TRUE,L1__block6__sideW__depth1__level2,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B024,B,24,44,0.005,15,14,10,L1__r4__c19__l1,4,19,1,2,64,two_sided,2,"E,W",W,4,19,1,36,1,0.654545455,0,0.142857143,0.797402597,L1__r17__c13__l1,1,W,FALSE,TRUE,L1__block2__sideW__depth1__level1,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B024,B,24,44,0.005,15,14,11,L1__r56__c13__l1,56,13,1,6,51,two_sided,2,"E,W",W,56,13,1,36,1,0.654545455,0,0.142857143,0.797402597,L1__r17__c13__l1,1,W,FALSE,TRUE,L1__block6__sideW__depth1__level1,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B024,B,24,44,0.005,15,14,12,L1__r8__c31__l0,8,31,0,3,24,one_sided,1,W,W,8,31,1,44,0,0.8,0,0,0.8,L1__r17__c13__l1,1,W,FALSE,TRUE,L1__block3__sideW__depth1__level0,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B024,B,24,44,0.005,15,14,13,L1__r41__c13__l3,41,13,3,6,51,two_sided,2,"E,W",W,41,13,1,21,3,0.381818182,0,0.428571429,0.81038961,L1__r17__c13__l1,1,W,FALSE,TRUE,L1__block6__sideW__depth1__level3,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B024,B,24,44,0.005,15,14,14,L1__r49__c13__l2,49,13,2,6,51,two_sided,2,"E,W",W,49,13,1,29,2,0.527272727,0,0.285714286,0.812987013,L1__r17__c13__l1,1,W,FALSE,TRUE,L1__block6__sideW__depth1__level2,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B025,B,25,45,0.005,15,14,1,L1__r3__c19__l1,3,19,1,2,64,two_sided,2,"E,W",W,3,19,1,37,1,0.672727273,0,0.142857143,0.815584416,L1__r18__c13__l1,1,W,FALSE,TRUE,L1__block2__sideW__depth1__level1,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B025,B,25,45,0.005,15,14,2,L1__r51__c19__l1,51,19,1,9,24,two_sided,2,"E,W",W,51,19,1,37,1,0.672727273,0,0.142857143,0.815584416,L1__r18__c13__l1,1,W,FALSE,TRUE,L1__block9__sideW__depth1__level1,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B025,B,25,45,0.005,15,14,3,L1__r7__c31__l0,7,31,0,3,24,one_sided,1,W,W,7,31,1,45,0,0.818181818,0,0,0.818181818,L1__r18__c13__l1,1,W,FALSE,TRUE,L1__block3__sideW__depth1__level0,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B025,B,25,45,0.005,15,14,4,L1__r51__c27__l0,51,27,0,10,18,two_sided,2,"E,W",W,51,27,1,45,0,0.818181818,0,0,0.818181818,L1__r18__c13__l1,1,W,FALSE,TRUE,L1__block10__sideW__depth1__level0,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B025,B,25,45,0.005,15,14,5,L1__r42__c13__l3,42,13,3,6,51,two_sided,2,"E,W",W,42,13,1,22,3,0.4,0,0.428571429,0.828571429,L1__r18__c13__l1,1,W,FALSE,TRUE,L1__block6__sideW__depth1__level3,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B025,B,25,45,0.005,15,14,6,L1__r50__c13__l2,50,13,2,6,51,two_sided,2,"E,W",W,50,13,1,30,2,0.545454545,0,0.285714286,0.831168831,L1__r18__c13__l1,1,W,FALSE,TRUE,L1__block6__sideW__depth1__level2,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B025,B,25,45,0.005,15,14,7,L1__r8__c20__l0,8,20,0,2,64,two_sided,2,"E,W",W,8,19,2,32,0,0.581818182,0.25,0,0.831818182,L1__r18__c13__l1,1,W,FALSE,TRUE,L1__block2__sideW__depth2__level0,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B025,B,25,45,0.005,15,14,8,L1__r2__c19__l1,2,19,1,2,64,two_sided,2,"E,W",W,2,19,1,38,1,0.690909091,0,0.142857143,0.833766234,L1__r18__c13__l1,1,W,FALSE,TRUE,L1__block2__sideW__depth1__level1,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B025,B,25,45,0.005,15,14,9,L1__r52__c19__l1,52,19,1,9,24,two_sided,2,"E,W",W,52,19,1,38,1,0.690909091,0,0.142857143,0.833766234,L1__r18__c13__l1,1,W,FALSE,TRUE,L1__block9__sideW__depth1__level1,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B025,B,25,45,0.005,15,14,10,L1__r6__c31__l0,6,31,0,3,24,one_sided,1,W,W,6,31,1,46,0,0.836363636,0,0,0.836363636,L1__r18__c13__l1,1,W,FALSE,TRUE,L1__block3__sideW__depth1__level0,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B025,B,25,45,0.005,15,14,11,L1__r52__c27__l0,52,27,0,10,18,two_sided,2,"E,W",W,52,27,1,46,0,0.836363636,0,0,0.836363636,L1__r18__c13__l1,1,W,FALSE,TRUE,L1__block10__sideW__depth1__level0,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B025,B,25,45,0.005,15,14,12,L1__r43__c13__l3,43,13,3,6,51,two_sided,2,"E,W",W,43,13,1,23,3,0.418181818,0,0.428571429,0.846753247,L1__r18__c13__l1,1,W,FALSE,TRUE,L1__block6__sideW__depth1__level3,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B025,B,25,45,0.005,15,14,13,L1__r51__c13__l2,51,13,2,6,51,two_sided,2,"E,W",W,51,13,1,31,2,0.563636364,0,0.285714286,0.849350649,L1__r18__c13__l1,1,W,FALSE,TRUE,L1__block6__sideW__depth1__level2,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B025,B,25,45,0.005,15,14,14,L1__r7__c20__l0,7,20,0,2,64,two_sided,2,"E,W",W,7,19,2,33,0,0.6,0.25,0,0.85,L1__r18__c13__l1,1,W,FALSE,TRUE,L1__block2__sideW__depth2__level0,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B026,B,26,46,0.005,15,14,1,L1__r1__c19__l1,1,19,1,2,64,two_sided,2,"E,W",W,1,19,1,39,1,0.709090909,0,0.142857143,0.851948052,L1__r19__c13__l1,1,W,FALSE,TRUE,L1__block2__sideW__depth1__level1,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B026,B,26,46,0.005,15,14,2,L1__r53__c19__l1,53,19,1,9,24,two_sided,2,"E,W",W,53,19,1,39,1,0.709090909,0,0.142857143,0.851948052,L1__r19__c13__l1,1,W,FALSE,TRUE,L1__block9__sideW__depth1__level1,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B026,B,26,46,0.005,15,14,3,L1__r5__c31__l0,5,31,0,3,24,one_sided,1,W,W,5,31,1,47,0,0.854545455,0,0,0.854545455,L1__r19__c13__l1,1,W,FALSE,TRUE,L1__block3__sideW__depth1__level0,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B026,B,26,46,0.005,15,14,4,L1__r53__c27__l0,53,27,0,10,18,two_sided,2,"E,W",W,53,27,1,47,0,0.854545455,0,0,0.854545455,L1__r19__c13__l1,1,W,FALSE,TRUE,L1__block10__sideW__depth1__level0,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B026,B,26,46,0.005,15,14,5,L1__r44__c13__l3,44,13,3,6,51,two_sided,2,"E,W",W,44,13,1,24,3,0.436363636,0,0.428571429,0.864935065,L1__r19__c13__l1,1,W,FALSE,TRUE,L1__block6__sideW__depth1__level3,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B026,B,26,46,0.005,15,14,6,L1__r8__c19__l2,8,19,2,2,64,two_sided,2,"E,W",W,8,19,1,32,2,0.581818182,0,0.285714286,0.867532468,L1__r19__c13__l1,1,W,FALSE,TRUE,L1__block2__sideW__depth1__level2,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B026,B,26,46,0.005,15,14,7,L1__r52__c13__l2,52,13,2,6,51,two_sided,2,"E,W",W,52,13,1,32,2,0.581818182,0,0.285714286,0.867532468,L1__r19__c13__l1,1,W,FALSE,TRUE,L1__block6__sideW__depth1__level2,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B026,B,26,46,0.005,15,14,8,L1__r6__c20__l0,6,20,0,2,64,two_sided,2,"E,W",W,6,19,2,34,0,0.618181818,0.25,0,0.868181818,L1__r19__c13__l1,1,W,FALSE,TRUE,L1__block2__sideW__depth2__level0,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B026,B,26,46,0.005,15,14,9,L1__r54__c19__l1,54,19,1,9,24,two_sided,2,"E,W",W,54,19,1,40,1,0.727272727,0,0.142857143,0.87012987,L1__r19__c13__l1,1,W,FALSE,TRUE,L1__block9__sideW__depth1__level1,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B026,B,26,46,0.005,15,14,10,L1__r4__c31__l0,4,31,0,3,24,one_sided,1,W,W,4,31,1,48,0,0.872727273,0,0,0.872727273,L1__r19__c13__l1,1,W,FALSE,TRUE,L1__block3__sideW__depth1__level0,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B026,B,26,46,0.005,15,14,11,L1__r54__c27__l0,54,27,0,10,18,two_sided,2,"E,W",W,54,27,1,48,0,0.872727273,0,0,0.872727273,L1__r19__c13__l1,1,W,FALSE,TRUE,L1__block10__sideW__depth1__level0,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
L1,accessibility-oriented,1fa9344c00a95c630e382533991ef575b2f5e6b5,101,0,SKU_B026,B,26,46,0.005,15,14,12,L1__r45__c13__l3,45,13,3,6,51,two_sided,2,"E,W",W,45,13,1,25,3,0.454545455,0,0.428571429,0.883116883,L1__r19__c13__l1,1,W,FALSE,TRUE,L1__block6__sideW__depth1__level3,B_reserve_deterministic_sort,TRUE,TRUE,assigned,
