workload_seed_id,rng_seed,order_id,order_index_within_seed,line_index,line_count,sku_id,sku_class,demand_weight,sampling_rule,line_generation_status,line_generation_warning
5,20260622,W005__O0654,654,2,5,SKU_C040,C,0.001,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0654,654,3,5,SKU_A009,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0654,654,4,5,SKU_A001,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0654,654,5,5,SKU_A017,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0655,655,1,1,SKU_A016,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0656,656,1,4,SKU_B015,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0656,656,2,4,SKU_B010,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0656,656,3,4,SKU_A002,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0656,656,4,4,SKU_A018,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0657,657,1,3,SKU_A006,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0657,657,2,3,SKU_A001,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0657,657,3,3,SKU_B019,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0658,658,1,5,SKU_B012,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0658,658,2,5,SKU_B020,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0658,658,3,5,SKU_B007,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0658,658,4,5,SKU_A001,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0658,658,5,5,SKU_A009,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0659,659,1,5,SKU_C045,C,0.001,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0659,659,2,5,SKU_B013,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0659,659,3,5,SKU_A004,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0659,659,4,5,SKU_A012,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0659,659,5,5,SKU_A015,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0660,660,1,5,SKU_A003,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0660,660,2,5,SKU_B028,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0660,660,3,5,SKU_A018,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0660,660,4,5,SKU_A005,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0660,660,5,5,SKU_A010,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0661,661,1,1,SKU_A002,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0662,662,1,4,SKU_B019,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0662,662,2,4,SKU_A012,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0662,662,3,4,SKU_A005,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0662,662,4,4,SKU_A020,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0663,663,1,5,SKU_A011,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0663,663,2,5,SKU_A020,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0663,663,3,5,SKU_A018,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0663,663,4,5,SKU_B003,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0663,663,5,5,SKU_A002,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0664,664,1,2,SKU_A015,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0664,664,2,2,SKU_A019,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0665,665,1,5,SKU_C038,C,0.001,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0665,665,2,5,SKU_A014,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0665,665,3,5,SKU_B029,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0665,665,4,5,SKU_A002,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0665,665,5,5,SKU_A001,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0666,666,1,1,SKU_A002,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0667,667,1,5,SKU_A010,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0667,667,2,5,SKU_C003,C,0.001,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0667,667,3,5,SKU_A003,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0667,667,4,5,SKU_A002,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0667,667,5,5,SKU_B008,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0668,668,1,3,SKU_B023,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0668,668,2,3,SKU_A011,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0668,668,3,3,SKU_A007,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0669,669,1,3,SKU_A009,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0669,669,2,3,SKU_A003,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0669,669,3,3,SKU_A014,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0670,670,1,1,SKU_C012,C,0.001,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0671,671,1,3,SKU_A018,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0671,671,2,3,SKU_A016,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0671,671,3,3,SKU_A002,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0672,672,1,3,SKU_B030,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0672,672,2,3,SKU_A018,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0672,672,3,3,SKU_A005,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0673,673,1,3,SKU_A006,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0673,673,2,3,SKU_A008,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0673,673,3,3,SKU_C017,C,0.001,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0674,674,1,4,SKU_A010,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0674,674,2,4,SKU_A007,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0674,674,3,4,SKU_A011,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0674,674,4,4,SKU_A001,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0675,675,1,3,SKU_A018,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0675,675,2,3,SKU_A017,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0675,675,3,3,SKU_A010,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0676,676,1,3,SKU_A012,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0676,676,2,3,SKU_A017,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0676,676,3,3,SKU_B015,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0677,677,1,1,SKU_B007,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0678,678,1,4,SKU_C021,C,0.001,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0678,678,2,4,SKU_A002,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0678,678,3,4,SKU_B018,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0678,678,4,4,SKU_A019,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0679,679,1,2,SKU_A015,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0679,679,2,2,SKU_A019,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0680,680,1,3,SKU_A007,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0680,680,2,3,SKU_A006,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0680,680,3,3,SKU_A002,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0681,681,1,4,SKU_A017,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0681,681,2,4,SKU_A020,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0681,681,3,4,SKU_A010,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0681,681,4,4,SKU_A008,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0682,682,1,3,SKU_B019,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0682,682,2,3,SKU_B014,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0682,682,3,3,SKU_B026,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0683,683,1,2,SKU_A014,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0683,683,2,2,SKU_B002,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0684,684,1,2,SKU_A015,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0684,684,2,2,SKU_A020,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0685,685,1,3,SKU_A008,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0685,685,2,3,SKU_A020,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0685,685,3,3,SKU_A009,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0686,686,1,2,SKU_B029,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0686,686,2,2,SKU_C046,C,0.001,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0687,687,1,4,SKU_A020,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0687,687,2,4,SKU_A005,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0687,687,3,4,SKU_A013,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0687,687,4,4,SKU_C003,C,0.001,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0688,688,1,3,SKU_A007,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0688,688,2,3,SKU_A013,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0688,688,3,3,SKU_A016,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0689,689,1,5,SKU_B024,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0689,689,2,5,SKU_A014,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0689,689,3,5,SKU_B014,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0689,689,4,5,SKU_A013,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0689,689,5,5,SKU_A012,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0690,690,1,4,SKU_A007,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0690,690,2,4,SKU_A016,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0690,690,3,4,SKU_A020,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0690,690,4,4,SKU_C035,C,0.001,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0691,691,1,3,SKU_A007,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0691,691,2,3,SKU_B012,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0691,691,3,3,SKU_A011,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0692,692,1,4,SKU_A004,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0692,692,2,4,SKU_A012,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0692,692,3,4,SKU_C042,C,0.001,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0692,692,4,4,SKU_A001,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0693,693,1,1,SKU_A005,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0694,694,1,5,SKU_A004,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0694,694,2,5,SKU_B012,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0694,694,3,5,SKU_A007,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0694,694,4,5,SKU_A015,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0694,694,5,5,SKU_B030,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0695,695,1,1,SKU_A015,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0696,696,1,3,SKU_A012,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0696,696,2,3,SKU_A020,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0696,696,3,3,SKU_A003,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0697,697,1,4,SKU_A006,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0697,697,2,4,SKU_A002,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0697,697,3,4,SKU_A016,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0697,697,4,4,SKU_A014,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0698,698,1,1,SKU_B017,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0699,699,1,2,SKU_B022,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0699,699,2,2,SKU_A001,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0700,700,1,5,SKU_A018,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0700,700,2,5,SKU_A017,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0700,700,3,5,SKU_A003,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0700,700,4,5,SKU_A001,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0700,700,5,5,SKU_A009,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0701,701,1,3,SKU_A012,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0701,701,2,3,SKU_A017,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0701,701,3,3,SKU_B008,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0702,702,1,2,SKU_A018,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0702,702,2,2,SKU_A010,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0703,703,1,3,SKU_A010,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0703,703,2,3,SKU_A014,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0703,703,3,3,SKU_A006,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0704,704,1,1,SKU_A020,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0705,705,1,3,SKU_B021,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0705,705,2,3,SKU_A014,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0705,705,3,3,SKU_A016,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0706,706,1,4,SKU_A011,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0706,706,2,4,SKU_A001,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0706,706,3,4,SKU_A019,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0706,706,4,4,SKU_A015,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0707,707,1,3,SKU_A014,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0707,707,2,3,SKU_C022,C,0.001,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0707,707,3,3,SKU_A020,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0708,708,1,3,SKU_A011,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0708,708,2,3,SKU_C039,C,0.001,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0708,708,3,3,SKU_A017,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0709,709,1,2,SKU_A011,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0709,709,2,2,SKU_A016,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0710,710,1,2,SKU_A003,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0710,710,2,2,SKU_A005,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0711,711,1,1,SKU_A018,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0712,712,1,3,SKU_A009,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0712,712,2,3,SKU_A004,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0712,712,3,3,SKU_B008,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0713,713,1,4,SKU_A007,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0713,713,2,4,SKU_B029,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0713,713,3,4,SKU_A011,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0713,713,4,4,SKU_B021,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0714,714,1,1,SKU_A016,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0715,715,1,5,SKU_B023,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0715,715,2,5,SKU_A007,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0715,715,3,5,SKU_A001,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0715,715,4,5,SKU_A017,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0715,715,5,5,SKU_B022,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0716,716,1,2,SKU_A018,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0716,716,2,2,SKU_B003,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0717,717,1,1,SKU_A012,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0718,718,1,1,SKU_A001,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0719,719,1,4,SKU_B012,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0719,719,2,4,SKU_A016,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0719,719,3,4,SKU_A001,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0719,719,4,4,SKU_A019,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0720,720,1,4,SKU_A009,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0720,720,2,4,SKU_A002,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0720,720,3,4,SKU_A019,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0720,720,4,4,SKU_A010,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0721,721,1,1,SKU_A002,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0722,722,1,5,SKU_A005,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0722,722,2,5,SKU_A006,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0722,722,3,5,SKU_B024,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0722,722,4,5,SKU_B010,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0722,722,5,5,SKU_A001,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0723,723,1,2,SKU_B022,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0723,723,2,2,SKU_A019,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0724,724,1,5,SKU_A013,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0724,724,2,5,SKU_A018,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0724,724,3,5,SKU_A019,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0724,724,4,5,SKU_A007,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0724,724,5,5,SKU_A005,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0725,725,1,2,SKU_B005,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0725,725,2,2,SKU_A005,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0726,726,1,4,SKU_B005,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0726,726,2,4,SKU_B012,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0726,726,3,4,SKU_A009,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0726,726,4,4,SKU_A020,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0727,727,1,4,SKU_A001,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0727,727,2,4,SKU_A013,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0727,727,3,4,SKU_A010,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0727,727,4,4,SKU_A017,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0728,728,1,4,SKU_B010,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0728,728,2,4,SKU_A006,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0728,728,3,4,SKU_A003,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0728,728,4,4,SKU_A020,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0729,729,1,3,SKU_B020,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0729,729,2,3,SKU_A007,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0729,729,3,3,SKU_A005,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0730,730,1,2,SKU_B005,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0730,730,2,2,SKU_A006,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0731,731,1,1,SKU_C040,C,0.001,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0732,732,1,4,SKU_A002,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0732,732,2,4,SKU_A014,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0732,732,3,4,SKU_A004,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0732,732,4,4,SKU_A011,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0733,733,1,5,SKU_A001,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0733,733,2,5,SKU_B002,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0733,733,3,5,SKU_B014,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0733,733,4,5,SKU_B016,B,0.005,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0733,733,5,5,SKU_A020,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0734,734,1,3,SKU_C050,C,0.001,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0734,734,2,3,SKU_A019,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0734,734,3,3,SKU_A017,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0735,735,1,3,SKU_A003,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0735,735,2,3,SKU_A019,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0735,735,3,3,SKU_A007,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
5,20260622,W005__O0736,736,1,5,SKU_A016,A,0.04,abc_demand_weighted_without_replacement_within_order,generated,
